"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
60,"housemaid","married","basic.4y","no","yes","yes","cellular","apr","thu",149,1,12,1,"success",-1.8,93.749,-34.6,0.635,5008.7,"yes"
31,"services","single","high.school","no","no","no","cellular","jul","mon",500,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
47,"admin.","divorced","professional.course","no","no","no","cellular","nov","mon",104,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
56,"retired","married","university.degree","no","yes","no","cellular","nov","wed",968,2,3,3,"success",-3.4,92.649,-30.1,0.716,5017.5,"yes"
43,"technician","married","professional.course","no","no","no","cellular","may","thu",460,1,999,1,"failure",-1.8,93.876,-40,0.699,5008.7,"yes"
34,"blue-collar","single","basic.6y","no","no","no","cellular","may","mon",204,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
54,"blue-collar","married","basic.6y","unknown","no","no","telephone","jun","thu",211,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
32,"blue-collar","single","basic.9y","no","yes","no","cellular","may","fri",11,8,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
52,"services","divorced","high.school","unknown","yes","no","telephone","may","wed",103,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
47,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",146,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
44,"blue-collar","married","basic.9y","unknown","no","no","cellular","jul","mon",147,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
52,"blue-collar","married","basic.9y","no","yes","no","telephone","may","wed",463,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
50,"blue-collar","married","basic.9y","unknown","yes","yes","telephone","may","tue",166,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
31,"admin.","married","university.degree","no","no","no","cellular","jul","fri",106,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.861,4991.6,"no"
32,"services","married","basic.9y","no","no","no","cellular","nov","thu",476,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
25,"admin.","married","university.degree","no","yes","no","telephone","may","thu",251,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
33,"technician","married","professional.course","no","no","no","cellular","apr","thu",285,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes"
45,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","thu",116,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
53,"management","married","basic.4y","no","yes","no","cellular","nov","wed",64,7,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
34,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","fri",123,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
34,"services","single","high.school","no","no","no","cellular","apr","fri",707,1,999,2,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
30,"admin.","married","university.degree","no","yes","no","telephone","may","thu",911,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"yes"
32,"blue-collar","married","basic.9y","unknown","yes","no","telephone","jun","wed",192,5,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
56,"admin.","divorced","unknown","unknown","yes","yes","telephone","may","tue",31,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
28,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",140,1,999,1,"failure",-2.9,92.201,-31.4,0.881,5076.2,"no"
32,"admin.","single","high.school","no","yes","no","cellular","aug","fri",136,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
38,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",305,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
48,"technician","married","high.school","no","no","no","telephone","may","fri",700,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
37,"blue-collar","married","basic.6y","unknown","no","yes","cellular","jul","wed",143,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
81,"housemaid","married","basic.4y","no","yes","no","cellular","oct","wed",246,2,999,0,"nonexistent",-3.4,92.431,-26.9,0.724,5017.5,"no"
34,"blue-collar","married","basic.9y","unknown","yes","no","cellular","may","thu",41,1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
49,"admin.","divorced","university.degree","no","no","no","telephone","may","fri",24,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
26,"student","single","basic.9y","no","yes","no","cellular","aug","wed",582,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.879,5076.2,"yes"
55,"technician","single","professional.course","no","yes","no","cellular","nov","mon",286,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
52,"blue-collar","married","basic.6y","no","yes","no","telephone","may","wed",138,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
40,"services","single","high.school","unknown","no","no","telephone","may","wed",189,7,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"management","single","high.school","no","no","no","cellular","nov","wed",292,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
36,"blue-collar","married","unknown","no","yes","no","cellular","may","thu",25,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
34,"services","married","basic.4y","no","yes","no","cellular","nov","thu",80,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
33,"admin.","married","university.degree","no","yes","no","cellular","nov","tue",344,2,3,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"yes"
39,"services","single","high.school","unknown","no","no","telephone","may","thu",206,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
48,"entrepreneur","married","university.degree","unknown","yes","no","cellular","nov","mon",694,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
51,"services","married","high.school","no","yes","no","telephone","may","wed",92,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
45,"blue-collar","single","basic.4y","unknown","yes","no","cellular","jul","tue",115,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
41,"entrepreneur","single","basic.4y","no","no","no","telephone","may","wed",430,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
48,"services","married","high.school","no","yes","no","telephone","jun","mon",57,8,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
37,"technician","single","professional.course","unknown","no","no","cellular","jul","wed",482,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
42,"services","single","high.school","no","no","no","telephone","jun","fri",207,4,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
28,"entrepreneur","married","basic.9y","no","no","no","telephone","may","mon",896,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
37,"admin.","married","high.school","no","yes","no","cellular","apr","thu",574,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
29,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","thu",633,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
35,"blue-collar","married","basic.9y","unknown","no","no","cellular","jul","fri",117,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
34,"admin.","single","university.degree","no","no","yes","cellular","mar","tue",305,1,11,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
24,"services","single","unknown","no","no","no","cellular","mar","tue",103,1,999,0,"nonexistent",-1.8,92.843,-50,1.799,5099.1,"no"
36,"blue-collar","single","basic.6y","unknown","no","no","cellular","may","tue",141,1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
44,"technician","single","professional.course","no","yes","no","cellular","nov","fri",18,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
38,"technician","married","professional.course","no","yes","no","cellular","aug","thu",98,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
43,"services","divorced","high.school","no","yes","no","cellular","may","mon",55,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
36,"blue-collar","married","basic.9y","no","yes","no","telephone","jul","thu",77,2,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
31,"admin.","married","university.degree","no","no","no","cellular","aug","wed",196,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
26,"housemaid","married","basic.4y","no","yes","no","cellular","jul","mon",149,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
34,"admin.","single","university.degree","no","no","yes","telephone","may","wed",110,4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
28,"technician","single","high.school","no","yes","no","telephone","jul","tue",166,6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
33,"admin.","single","university.degree","no","yes","no","cellular","may","fri",396,5,999,0,"nonexistent",-1.8,93.876,-40,0.684,5008.7,"yes"
53,"self-employed","married","university.degree","no","yes","no","telephone","may","wed",382,10,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
53,"admin.","married","university.degree","no","no","no","cellular","aug","wed",177,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
45,"blue-collar","divorced","basic.9y","no","no","no","cellular","apr","fri",200,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
49,"blue-collar","married","basic.4y","no","yes","no","telephone","aug","thu",158,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
37,"admin.","single","high.school","no","yes","no","telephone","may","fri",912,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"yes"
44,"blue-collar","married","basic.4y","unknown","yes","no","cellular","aug","thu",210,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
36,"admin.","single","university.degree","no","yes","no","cellular","nov","wed",152,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
32,"self-employed","single","professional.course","unknown","yes","no","cellular","may","thu",161,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
45,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","tue",68,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
42,"technician","married","professional.course","unknown","no","no","cellular","aug","wed",71,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
21,"student","single","high.school","no","no","no","cellular","mar","tue",220,1,999,0,"nonexistent",-1.8,92.843,-50,1.614,5099.1,"yes"
37,"technician","single","professional.course","no","yes","no","cellular","aug","thu",115,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
29,"admin.","single","university.degree","no","no","yes","cellular","aug","mon",119,6,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
36,"unemployed","married","basic.9y","no","no","no","telephone","may","fri",363,8,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
35,"technician","married","professional.course","no","yes","yes","cellular","aug","thu",122,3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
41,"blue-collar","divorced","basic.4y","no","no","yes","cellular","apr","thu",316,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
46,"admin.","single","high.school","no","no","no","cellular","jul","wed",251,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
45,"admin.","divorced","university.degree","no","no","no","cellular","may","mon",507,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes"
38,"technician","single","high.school","unknown","yes","yes","cellular","may","thu",754,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
35,"management","single","university.degree","no","unknown","unknown","cellular","may","mon",246,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
60,"retired","divorced","high.school","unknown","no","no","cellular","may","fri",781,4,999,2,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
53,"entrepreneur","divorced","university.degree","no","no","no","cellular","nov","mon",93,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
39,"admin.","married","university.degree","unknown","no","no","cellular","aug","thu",144,10,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
34,"blue-collar","married","professional.course","no","yes","no","telephone","may","wed",518,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
59,"unknown","married","unknown","no","yes","no","cellular","may","mon",8,7,6,1,"success",-1.8,92.893,-46.2,1.354,5099.1,"no"
46,"technician","divorced","professional.course","no","yes","no","cellular","jul","tue",513,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
39,"services","married","high.school","unknown","yes","no","cellular","apr","fri",87,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
58,"blue-collar","divorced","basic.4y","no","yes","no","telephone","may","tue",277,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
56,"retired","married","basic.4y","unknown","yes","no","telephone","may","mon",103,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
48,"blue-collar","married","professional.course","unknown","no","no","telephone","may","tue",207,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"entrepreneur","single","university.degree","no","yes","yes","cellular","nov","thu",74,2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
56,"retired","married","high.school","no","yes","yes","cellular","jul","fri",308,2,999,0,"nonexistent",-2.9,92.469,-33.6,1.059,5076.2,"yes"
58,"technician","married","professional.course","no","yes","no","telephone","may","thu",57,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
42,"technician","married","professional.course","no","yes","yes","cellular","aug","wed",40,2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
47,"management","divorced","basic.6y","unknown","yes","yes","telephone","may","fri",353,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
47,"admin.","divorced","university.degree","no","yes","no","telephone","may","mon",208,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
29,"services","single","high.school","no","yes","no","cellular","nov","fri",171,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
51,"technician","married","professional.course","no","yes","yes","cellular","jul","thu",137,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
35,"blue-collar","married","basic.9y","no","no","no","cellular","may","tue",334,1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
51,"entrepreneur","married","basic.6y","unknown","no","no","cellular","jul","fri",190,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
29,"blue-collar","married","professional.course","no","no","no","telephone","jun","wed",230,3,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
38,"blue-collar","married","basic.6y","no","yes","no","cellular","may","thu",15,9,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
42,"blue-collar","married","basic.9y","no","no","yes","telephone","jun","fri",213,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
60,"entrepreneur","married","basic.4y","no","yes","no","telephone","may","thu",442,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
33,"technician","single","professional.course","no","yes","no","cellular","aug","wed",90,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
49,"management","married","university.degree","no","unknown","unknown","cellular","aug","wed",178,4,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
50,"blue-collar","married","basic.6y","no","yes","no","telephone","may","mon",483,4,3,2,"success",-1.8,92.893,-46.2,1.354,5099.1,"yes"
54,"blue-collar","married","basic.4y","unknown","yes","no","cellular","aug","tue",781,5,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
44,"blue-collar","married","high.school","unknown","yes","no","cellular","apr","thu",253,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
33,"admin.","divorced","university.degree","no","yes","no","cellular","aug","mon",73,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
25,"technician","married","professional.course","no","yes","no","cellular","jun","tue",551,4,999,1,"failure",-2.9,92.963,-40.8,1.252,5076.2,"yes"
36,"management","married","high.school","no","no","no","cellular","nov","wed",356,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
41,"admin.","single","high.school","no","no","no","cellular","may","mon",722,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes"
66,"technician","married","professional.course","no","yes","no","cellular","mar","tue",83,1,999,0,"nonexistent",-1.8,92.843,-50,1.799,5099.1,"yes"
36,"blue-collar","married","unknown","no","no","no","cellular","apr","fri",231,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
41,"management","single","unknown","no","no","no","telephone","may","fri",154,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
55,"admin.","married","high.school","no","yes","no","cellular","jul","mon",170,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
56,"entrepreneur","married","university.degree","no","yes","no","telephone","may","fri",428,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
24,"blue-collar","single","basic.4y","no","yes","yes","cellular","jul","wed",132,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
31,"technician","single","university.degree","no","yes","no","cellular","aug","thu",34,6,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
47,"blue-collar","married","unknown","no","yes","no","cellular","may","mon",100,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
47,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","thu",136,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
33,"blue-collar","single","basic.6y","no","no","no","cellular","jul","thu",854,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
36,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",10,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
37,"technician","married","professional.course","no","no","no","telephone","jun","fri",26,6,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
27,"services","married","high.school","no","no","no","cellular","jul","wed",151,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
32,"admin.","married","university.degree","no","no","no","telephone","jun","wed",135,3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
39,"management","married","university.degree","unknown","no","no","cellular","may","wed",825,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
32,"technician","single","high.school","no","yes","no","cellular","aug","fri",85,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
41,"blue-collar","married","basic.4y","no","no","no","telephone","may","wed",142,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
36,"technician","divorced","professional.course","no","yes","no","cellular","aug","thu",106,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
30,"technician","married","university.degree","unknown","yes","no","telephone","may","thu",399,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
49,"technician","married","professional.course","unknown","yes","yes","cellular","jul","fri",152,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
28,"services","married","unknown","no","no","no","telephone","may","mon",408,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
37,"housemaid","married","high.school","no","no","no","telephone","may","wed",132,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
45,"blue-collar","married","basic.4y","unknown","yes","yes","telephone","jun","tue",825,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
48,"technician","married","professional.course","no","yes","no","telephone","jul","tue",616,11,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
37,"entrepreneur","divorced","high.school","unknown","yes","no","cellular","jul","wed",538,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
39,"admin.","single","high.school","no","no","no","telephone","nov","thu",51,1,999,0,"nonexistent",-0.1,93.2,-42,4.245,5195.8,"no"
32,"technician","single","professional.course","no","yes","no","cellular","apr","mon",54,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
35,"admin.","single","university.degree","no","yes","yes","cellular","nov","fri",529,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes"
49,"self-employed","married","university.degree","no","no","no","cellular","nov","thu",40,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
49,"blue-collar","divorced","unknown","unknown","no","no","cellular","jul","wed",339,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
24,"admin.","married","high.school","no","no","yes","telephone","may","mon",61,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
37,"services","married","high.school","no","yes","no","telephone","may","wed",124,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
32,"admin.","married","university.degree","no","no","no","telephone","may","fri",546,3,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
49,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","wed",42,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
31,"services","single","high.school","no","no","no","telephone","may","tue",209,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
32,"admin.","single","university.degree","no","yes","no","cellular","may","fri",98,1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
33,"services","married","high.school","no","no","no","cellular","jul","tue",272,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
45,"blue-collar","single","high.school","no","no","no","cellular","nov","thu",71,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
34,"blue-collar","divorced","high.school","no","yes","no","telephone","oct","thu",160,1,999,0,"nonexistent",-0.1,93.798,-40.4,4.794,5195.8,"yes"
39,"retired","single","high.school","no","yes","no","telephone","may","wed",448,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
26,"admin.","single","high.school","no","yes","no","telephone","apr","wed",170,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"yes"
35,"admin.","single","high.school","no","yes","yes","telephone","may","mon",19,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
59,"housemaid","married","basic.4y","unknown","unknown","unknown","cellular","jul","tue",202,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
34,"admin.","married","university.degree","no","yes","yes","telephone","may","mon",147,6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"entrepreneur","married","university.degree","unknown","no","no","telephone","jun","fri",8,6,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
34,"services","single","high.school","no","yes","no","telephone","may","thu",207,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
39,"blue-collar","married","basic.6y","no","no","no","telephone","may","fri",206,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
38,"technician","married","professional.course","no","yes","no","cellular","nov","mon",61,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
34,"technician","single","professional.course","no","yes","no","cellular","aug","tue",120,9,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
30,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may","wed",211,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
43,"technician","single","basic.9y","no","yes","no","telephone","jun","fri",461,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
32,"technician","married","university.degree","no","no","yes","cellular","aug","mon",331,5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
30,"admin.","married","university.degree","no","no","no","cellular","apr","tue",161,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes"
42,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","thu",230,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
39,"entrepreneur","married","high.school","no","yes","no","cellular","jul","thu",244,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
29,"entrepreneur","married","basic.4y","unknown","yes","no","telephone","may","mon",224,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
43,"technician","married","professional.course","no","yes","no","telephone","jun","tue",112,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
35,"admin.","single","basic.4y","unknown","yes","no","telephone","jun","mon",143,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
36,"admin.","married","high.school","no","yes","no","cellular","nov","tue",722,3,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
30,"admin.","single","university.degree","no","no","no","cellular","nov","thu",278,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
50,"services","married","high.school","no","yes","yes","telephone","jun","wed",64,6,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
41,"blue-collar","married","unknown","no","yes","no","telephone","jul","tue",460,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
46,"unknown","married","basic.4y","unknown","no","no","telephone","may","tue",257,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
50,"admin.","married","high.school","no","no","no","telephone","may","wed",264,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"technician","single","university.degree","no","yes","no","cellular","aug","thu",111,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
44,"technician","single","professional.course","no","no","no","cellular","apr","thu",116,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
57,"retired","married","high.school","no","no","no","telephone","may","mon",238,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"blue-collar","married","unknown","no","yes","no","telephone","may","mon",85,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
51,"admin.","divorced","high.school","no","yes","yes","cellular","may","wed",316,2,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
49,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","wed",487,5,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
49,"unemployed","married","university.degree","no","yes","yes","telephone","may","thu",272,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
59,"retired","married","high.school","no","yes","no","cellular","aug","tue",85,1,999,1,"failure",-2.9,92.201,-31.4,0.883,5076.2,"no"
60,"management","married","basic.4y","unknown","no","no","cellular","may","fri",65,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
58,"admin.","divorced","university.degree","no","yes","no","telephone","may","fri",628,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
38,"admin.","divorced","high.school","no","no","no","cellular","apr","tue",172,2,999,1,"failure",-1.8,93.075,-47.1,1.453,5099.1,"no"
39,"technician","married","professional.course","no","no","no","telephone","jun","tue",83,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
40,"admin.","married","high.school","no","yes","yes","telephone","jun","wed",73,10,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
